40.0	-7.74	-7.37	-6.46	-5.81	-5.16	-4.40	-4.15
41.0	-7.75	-7.40	-6.44	-5.80	-5.18	-4.37	-4.12
42.0	-7.77	-7.43	-6.36	-5.73	-5.12	-4.31	-4.05
43.0	-7.60	-7.27	-6.26	-5.63	-5.01	-4.20	-3.95
44.0	-7.40	-7.05	-6.03	-5.43	-4.84	-4.08	-3.83
45.0	-7.23	-6.87	-5.96	-5.35	-4.77	-3.97	-3.71
46.0	-7.08	-6.81	-5.88	-5.28	-4.72	-3.97	-3.73
47.0	-7.16	-6.84	-5.93	-5.30	-4.76	-4.02	-3.79
48.0	-7.17	-6.83	-5.91	-5.30	-4.73	-3.99	-3.73
49.0	-7.14	-6.79	-5.81	-5.21	-4.67	-3.91	-3.68
50.0	-6.84	-6.54	-5.66	-5.11	-4.53	-3.80	-3.58
51.0	-6.78	-6.46	-5.51	-4.95	-4.40	-3.68	-3.50
52.0	-6.74	-6.35	-5.40	-4.83	-4.29	-3.57	-3.32
53.0	-6.70	-6.34	-5.41	-4.80	-4.26	-3.54	-3.27
54.0	-6.63	-6.29	-5.38	-4.80	-4.22	-3.46	-3.21
55.0	-6.82	-6.48	-5.49	-4.88	-4.31	-3.52	-3.28
56.0	-6.93	-6.55	-5.57	-4.92	-4.36	-3.58	-3.33
57.0	-6.89	-6.65	-5.69	-5.08	-4.48	-3.70	-3.45
58.0	-7.26	-6.88	-5.85	-5.21	-4.63	-3.85	-3.59
59.0	-7.43	-7.13	-6.07	-5.46	-4.83	-3.96	-3.69
60.0	-7.68	-7.32	-6.31	-5.65	-5.01	-4.17	-3.91
61.0	-7.94	-7.58	-6.47	-5.80	-5.17	-4.34	-4.02
62.0	-8.06	-7.69	-6.60	-5.89	-5.24	-4.41	-4.14
63.0	-8.17	-7.75	-6.68	-6.01	-5.36	-4.47	-4.21
64.0	-8.35	-7.93	-6.78	-6.06	-5.44	-4.56	-4.29
65.0	-8.37	-7.90	-6.84	-6.12	-5.46	-4.62	-4.32
66.0	-8.18	-7.76	-6.68	-5.99	-5.34	-4.50	-4.22
67.0	-8.07	-7.60	-6.48	-5.82	-5.15	-4.34	-4.09
68.0	-7.67	-7.31	-6.25	-5.59	-4.96	-4.12	-3.87
69.0	-7.52	-7.08	-5.99	-5.34	-4.71	-3.88	-3.62
70.0	-7.14	-6.73	-5.68	-5.03	-4.44	-3.64	-3.42
71.0	-6.56	-6.21	-5.23	-4.61	-4.05	-3.32	-3.11
72.0	-6.12	-5.83	-4.89	-4.31	-3.77	-3.03	-2.80
73.0	-5.90	-5.56	-4.60	-4.01	-3.49	-2.74	-2.56
74.0	-5.46	-5.16	-4.26	-3.70	-3.16	-2.47	-2.24
75.0	-4.98	-4.73	-3.85	-3.30	-2.80	-2.12	-1.88
76.0	-4.62	-4.31	-3.48	-2.97	-2.48	-1.75	-1.59
77.0	-4.40	-4.08	-3.28	-2.79	-2.31	-1.66	-1.42
78.0	-4.21	-3.92	-3.13	-2.61	-2.13	-1.50	-1.29
79.0	-4.05	-3.77	-2.98	-2.47	-2.00	-1.30	-1.01
80.0	-4.06	-3.74	-2.88	-2.36	-1.86	-1.23	-1.00
81.0	-3.95	-3.67	-2.81	-2.31	-1.85	-1.20	-0.95
82.0	-4.00	-3.72	-2.84	-2.34	-1.84	-1.19	-0.99
83.0	-4.12	-3.77	-2.89	-2.34	-1.88	-1.17	-0.91
84.0	-4.05	-3.75	-2.93	-2.39	-1.90	-1.24	-1.04
85.0	-4.31	-3.99	-3.11	-2.56	-2.07	-1.39	-1.17
86.0	-4.39	-4.10	-3.24	-2.72	-2.22	-1.53	-1.33
87.0	-4.57	-4.26	-3.37	-2.85	-2.37	-1.66	-1.44
88.0	-4.65	-4.36	-3.44	-2.89	-2.39	-1.67	-1.37
89.0	-4.55	-4.26	-3.36	-2.82	-2.36	-1.66	-1.42
90.0	-4.52	-4.22	-3.36	-2.82	-2.34	-1.69	-1.49
91.0	-4.43	-4.12	-3.29	-2.77	-2.27	-1.57	-1.37
92.0	-4.38	-4.06	-3.22	-2.68	-2.20	-1.52	-1.27
93.0	-4.21	-3.92	-3.09	-2.60	-2.11	-1.42	-1.17
94.0	-4.09	-3.77	-2.96	-2.42	-1.92	-1.21	-0.96
95.0	-3.91	-3.61	-2.77	-2.24	-1.76	-1.07	-0.84
96.0	-3.80	-3.49	-2.60	-2.07	-1.59	-0.88	-0.68
97.0	-3.61	-3.29	-2.43	-1.89	-1.41	-0.71	-0.45
98.0	-3.48	-3.13	-2.25	-1.72	-1.19	-0.49	-0.24
99.0	-3.36	-2.99	-2.16	-1.61	-1.10	-0.40	-0.09
100.0	-3.34	-2.99	-2.09	-1.55	-1.03	-0.35	-0.10
101.0	-3.30	-2.94	-2.04	-1.50	-1.02	-0.33	-0.04
102.0	-3.27	-2.93	-2.09	-1.56	-1.07	-0.39	-0.19
103.0	-3.36	-3.02	-2.13	-1.60	-1.13	-0.48	-0.27
104.0	-3.35	-3.05	-2.24	-1.75	-1.28	-0.62	-0.36
105.0	-3.56	-3.25	-2.34	-1.82	-1.36	-0.71	-0.47
106.0	-3.59	-3.29	-2.44	-1.94	-1.45	-0.78	-0.56
107.0	-3.66	-3.31	-2.54	-2.06	-1.58	-0.89	-0.68
108.0	-3.76	-3.43	-2.66	-2.15	-1.69	-0.96	-0.70
109.0	-3.85	-3.53	-2.71	-2.22	-1.75	-0.99	-0.77
110.0	-3.93	-3.60	-2.74	-2.23	-1.75	-1.08	-0.75
111.0	-3.60	-3.28	-2.43	-1.93	-1.44	-0.71	-0.47
112.0	-3.09	-2.84	-2.04	-1.52	-1.05	-0.30	-0.14
113.0	-2.74	-2.43	-1.61	-1.12	-0.64	0.11	0.33
114.0	-2.36	-2.06	-1.30	-0.77	-0.33	0.33	0.56
115.0	-1.99	-1.72	-0.95	-0.48	-0.04	0.68	0.87
116.0	-1.59	-1.35	-0.61	-0.12	0.32	1.00	1.20
117.0	-1.26	-0.96	-0.18	0.28	0.73	1.46	1.71
118.0	-0.79	-0.51	0.22	0.67	1.12	1.90	2.24
119.0	-0.31	-0.06	0.65	1.10	1.56	2.28	2.54
120.0	0.18	0.40	1.07	1.54	1.99	2.67	2.96
121.0	0.36	0.58	1.33	1.85	2.34	3.06	3.32
122.0	0.50	0.78	1.51	1.98	2.50	3.29	3.56
123.0	0.43	0.73	1.46	1.99	2.49	3.25	3.60
124.0	0.06	0.40	1.23	1.78	2.30	3.16	3.50
125.0	-0.49	-0.11	0.94	1.49	2.07	2.99	3.32
126.0	-1.03	-0.63	0.53	1.18	1.77	2.65	2.98
127.0	-1.48	-1.11	0.08	0.75	1.35	2.35	2.68
128.0	-2.11	-1.64	-0.45	0.27	0.91	1.85	2.18
129.0	-2.64	-2.25	-0.97	-0.30	0.33	1.29	1.64
130.0	-3.18	-2.74	-1.62	-0.94	-0.29	0.66	1.01
131.0	-4.15	-3.70	-2.48	-1.74	-1.04	-0.11	0.13
132.0	-4.76	-4.26	-3.04	-2.33	-1.63	-0.71	-0.42
133.0	-5.13	-4.77	-3.65	-2.91	-2.23	-1.33	-1.09
134.0	-5.74	-5.33	-4.22	-3.53	-2.85	-1.90	-1.61
135.0	-6.31	-5.88	-4.77	-4.10	-3.48	-2.67	-2.46
136.0	-6.67	-6.26	-5.24	-4.55	-3.94	-3.05	-2.79
137.0	-7.10	-6.68	-5.56	-4.83	-4.15	-3.31	-2.97
138.0	-7.28	-6.89	-5.75	-5.00	-4.36	-3.46	-3.19
139.0	-7.40	-6.99	-5.81	-5.13	-4.46	-3.56	-3.29
140.0	-7.37	-7.02	-5.87	-5.19	-4.52	-3.68	-3.45
141.0	-7.50	-7.10	-5.97	-5.25	-4.60	-3.74	-3.45
142.0	-7.53	-7.09	-5.95	-5.24	-4.58	-3.66	-3.43
143.0	-7.67	-7.22	-6.06	-5.34	-4.69	-3.80	-3.53
144.0	-7.90	-7.47	-6.22	-5.48	-4.71	-3.80	-3.49
145.0	-8.19	-7.81	-6.37	-5.58	-4.81	-3.84	-3.58
146.0	-8.41	-7.95	-6.55	-5.71	-4.94	-3.88	-3.57
147.0	-8.53	-8.03	-6.67	-5.79	-5.00	-3.97	-3.62
148.0	-8.56	-8.11	-6.65	-5.82	-5.00	-3.95	-3.71
149.0	-8.36	-7.88	-6.48	-5.54	-4.69	-3.57	-3.22
150.0	-8.26	-7.75	-6.42	-5.45	-4.56	-3.42	-3.09
151.0	-8.26	-7.82	-6.30	-5.28	-4.45	-3.30	-2.98
152.0	-8.19	-7.68	-6.17	-5.24	-4.38	-3.36	-3.07
153.0	-8.04	-7.56	-6.19	-5.34	-4.48	-3.43	-3.10
154.0	-7.87	-7.49	-6.08	-5.21	-4.42	-3.42	-3.13
155.0	-7.75	-7.26	-6.00	-5.13	-4.35	-3.36	-2.99
156.0	-7.62	-7.20	-5.93	-5.12	-4.39	-3.47	-3.18
157.0	-7.57	-7.18	-6.00	-5.27	-4.57	-3.61	-3.32
158.0	-7.52	-7.10	-5.94	-5.20	-4.53	-3.59	-3.28
159.0	-7.45	-6.98	-5.84	-5.12	-4.46	-3.49	-3.19
160.0	-7.27	-6.92	-5.80	-5.09	-4.44	-3.54	-3.23
161.0	-7.41	-7.00	-5.81	-5.07	-4.40	-3.55	-3.30
162.0	-7.21	-6.83	-5.72	-5.00	-4.31	-3.41	-3.09
163.0	-7.14	-6.76	-5.64	-4.92	-4.24	-3.40	-3.11
164.0	-7.43	-6.99	-5.77	-4.96	-4.25	-3.31	-3.02
165.0	-7.28	-6.82	-5.70	-4.98	-4.28	-3.27	-3.02
166.0	-7.42	-7.00	-5.73	-4.96	-4.26	-3.40	-3.08
167.0	-7.32	-6.90	-5.75	-4.97	-4.22	-3.29	-2.96
168.0	-7.25	-6.79	-5.63	-4.88	-4.22	-3.28	-2.99
169.0	-7.01	-6.62	-5.50	-4.82	-4.12	-3.20	-2.89
170.0	-7.12	-6.65	-5.41	-4.67	-3.99	-3.13	-2.85
171.0	-6.93	-6.54	-5.43	-4.71	-4.03	-3.12	-2.81
172.0	-7.06	-6.66	-5.43	-4.70	-3.98	-3.12	-2.84
173.0	-7.14	-6.70	-5.47	-4.72	-4.03	-3.08	-2.80
174.0	-7.12	-6.77	-5.54	-4.79	-4.08	-3.16	-2.84
175.0	-7.27	-6.79	-5.51	-4.70	-3.94	-2.91	-2.51
176.0	-7.19	-6.70	-5.41	-4.56	-3.75	-2.72	-2.37
177.0	-7.16	-6.75	-5.34	-4.46	-3.66	-2.62	-2.30
178.0	-7.18	-6.65	-5.30	-4.43	-3.62	-2.57	-2.27
179.0	-7.32	-6.83	-5.38	-4.46	-3.63	-2.58	-2.29
180.0	-7.17	-6.76	-5.37	-4.49	-3.67	-2.51	-2.23
181.0	-7.07	-6.70	-5.36	-4.53	-3.72	-2.66	-2.34
182.0	-7.19	-6.71	-5.43	-4.64	-3.90	-2.86	-2.50
183.0	-7.08	-6.62	-5.45	-4.70	-3.94	-2.95	-2.64
184.0	-7.00	-6.68	-5.42	-4.64	-3.92	-2.90	-2.56
185.0	-7.04	-6.60	-5.36	-4.54	-3.80	-2.92	-2.61
186.0	-6.66	-6.34	-5.11	-4.33	-3.63	-2.74	-2.49
187.0	-6.23	-5.89	-4.76	-4.04	-3.33	-2.36	-2.07
188.0	-5.82	-5.45	-4.42	-3.73	-3.07	-2.10	-1.82
189.0	-5.68	-5.28	-4.19	-3.50	-2.82	-1.92	-1.64
190.0	-5.70	-5.27	-4.12	-3.41	-2.80	-1.83	-1.44
191.0	-5.61	-5.19	-3.97	-3.25	-2.55	-1.58	-1.26
192.0	-5.31	-4.92	-3.86	-3.17	-2.47	-1.49	-1.14
193.0	-5.19	-4.83	-3.59	-2.89	-2.21	-1.32	-1.02
194.0	-5.15	-4.83	-3.79	-3.08	-2.48	-1.68	-1.35
195.0	-4.92	-4.54	-3.52	-2.82	-2.18	-1.31	-0.99
196.0	-4.40	-4.03	-3.01	-2.36	-1.74	-0.81	-0.46
197.0	-4.21	-3.83	-2.74	-2.06	-1.48	-0.50	-0.18
198.0	-3.72	-3.42	-2.50	-1.93	-1.30	-0.41	-0.09
199.0	-3.91	-3.52	-2.50	-1.89	-1.22	-0.29	0.00
200.0	-3.78	-3.39	-2.31	-1.70	-1.07	-0.25	0.09
201.0	-3.72	-3.38	-2.45	-1.82	-1.14	-0.23	0.05
202.0	-3.59	-3.29	-2.32	-1.67	-1.03	-0.24	0.28
203.0	-3.41	-3.14	-2.13	-1.49	-0.88	0.02	0.30
204.0	-3.49	-3.12	-2.07	-1.41	-0.82	0.16	0.54
205.0	-3.39	-3.08	-2.13	-1.41	-0.80	0.09	0.50
206.0	-3.39	-3.03	-2.05	-1.47	-0.84	0.14	0.43
207.0	-3.49	-3.12	-2.02	-1.42	-0.82	0.04	0.40
208.0	-3.20	-2.90	-1.99	-1.35	-0.71	0.24	0.52
209.0	-3.33	-2.91	-1.88	-1.27	-0.67	0.31	0.66
210.0	-3.20	-2.83	-1.85	-1.21	-0.60	0.26	0.64
211.0	-3.06	-2.70	-1.62	-1.11	-0.50	0.46	0.80
212.0	-2.96	-2.58	-1.60	-0.96	-0.39	0.44	0.75
213.0	-2.76	-2.47	-1.52	-0.95	-0.28	0.67	0.88
214.0	-2.81	-2.51	-1.41	-0.82	-0.20	0.69	0.91
215.0	-2.55	-2.19	-1.25	-0.60	0.04	0.96	1.30
216.0	-2.46	-2.10	-1.15	-0.52	0.12	0.98	1.25
217.0	-2.32	-2.01	-1.11	-0.54	0.10	1.14	1.49
218.0	-2.60	-2.24	-1.25	-0.62	0.00	0.92	1.25
219.0	-2.94	-2.49	-1.47	-0.84	-0.16	0.75	1.05
220.0	-3.07	-2.73	-1.72	-1.06	-0.51	0.46	0.87
221.0	-3.56	-3.19	-2.15	-1.47	-0.76	0.13	0.48
222.0	-3.89	-3.50	-2.49	-1.81	-1.11	-0.30	0.00
223.0	-4.60	-4.19	-3.07	-2.39	-1.65	-0.76	-0.44
224.0	-5.08	-4.69	-3.53	-2.77	-2.05	-1.17	-0.88
225.0	-5.45	-5.03	-3.83	-3.11	-2.42	-1.49	-1.23
226.0	-5.49	-5.12	-4.01	-3.28	-2.55	-1.53	-1.28
227.0	-5.48	-5.08	-4.02	-3.31	-2.56	-1.53	-1.26
228.0	-5.43	-5.08	-3.98	-3.30	-2.56	-1.54	-1.29
229.0	-5.43	-5.04	-3.86	-3.09	-2.40	-1.43	-1.18
230.0	-5.19	-4.85	-3.70	-2.97	-2.28	-1.30	-1.02
231.0	-4.73	-4.31	-3.19	-2.46	-1.80	-0.90	-0.65
232.0	-4.31	-3.90	-2.89	-2.13	-1.47	-0.52	-0.16
233.0	-3.98	-3.54	-2.42	-1.78	-1.16	-0.27	-0.07
234.0	-3.79	-3.40	-2.29	-1.59	-0.83	0.21	0.55
235.0	-3.50	-3.10	-2.02	-1.32	-0.61	0.26	0.72
236.0	-3.22	-2.89	-1.79	-1.07	-0.43	0.58	0.98
237.0	-3.24	-2.88	-1.79	-1.08	-0.37	0.79	1.05
238.0	-3.41	-3.04	-1.90	-1.19	-0.45	0.73	1.06
239.0	-3.66	-3.26	-2.18	-1.40	-0.66	0.36	0.83
240.0	-4.02	-3.62	-2.38	-1.71	-0.97	0.07	0.38
241.0	-4.43	-3.97	-2.76	-1.95	-1.20	-0.16	0.19
242.0	-4.48	-4.07	-2.91	-2.22	-1.47	-0.48	-0.11
243.0	-5.11	-4.57	-3.24	-2.53	-1.82	-0.80	-0.44
244.0	-5.39	-4.96	-3.66	-2.92	-2.16	-1.16	-0.56
245.0	-5.94	-5.46	-4.13	-3.37	-2.61	-1.49	-1.16
246.0	-6.29	-5.91	-4.67	-3.85	-3.14	-2.08	-1.75
247.0	-7.09	-6.58	-5.21	-4.35	-3.61	-2.51	-2.13
248.0	-7.15	-6.70	-5.49	-4.65	-3.86	-2.75	-2.37
249.0	-7.61	-7.07	-5.68	-4.84	-4.08	-3.08	-2.73
250.0	-7.67	-7.18	-5.84	-5.05	-4.31	-3.23	-2.90
251.0	-7.58	-7.21	-5.96	-5.12	-4.37	-3.27	-2.97
252.0	-7.71	-7.18	-5.81	-5.02	-4.26	-3.32	-2.85
253.0	-7.32	-6.92	-5.74	-4.99	-4.24	-3.21	-2.92
254.0	-7.38	-7.01	-5.87	-5.11	-4.34	-3.30	-2.99
255.0	-7.62	-6.99	-5.81	-5.02	-4.29	-3.38	-3.11
256.0	-7.51	-7.02	-5.77	-5.01	-4.32	-3.39	-3.12
257.0	-7.37	-7.00	-5.79	-5.00	-4.24	-3.23	-2.96
258.0	-7.46	-6.96	-5.78	-5.01	-4.29	-3.31	-3.06
259.0	-7.34	-6.83	-5.55	-4.81	-4.09	-3.19	-2.88
260.0	-7.17	-6.71	-5.56	-4.81	-4.09	-2.99	-2.68
261.0	-7.05	-6.59	-5.48	-4.71	-4.00	-3.14	-2.81
262.0	-6.99	-6.55	-5.35	-4.57	-3.84	-2.92	-2.72
263.0	-7.27	-6.82	-5.63	-4.81	-4.09	-3.17	-2.91
264.0	-7.66	-7.11	-5.85	-5.08	-4.30	-3.36	-3.10
265.0	-7.53	-7.22	-5.96	-5.14	-4.43	-3.45	-3.11
266.0	-7.78	-7.33	-6.11	-5.31	-4.53	-3.51	-3.20
267.0	-7.56	-7.12	-5.88	-5.17	-4.44	-3.47	-3.12
268.0	-7.52	-7.11	-5.83	-5.10	-4.38	-3.42	-3.16
269.0	-7.46	-7.00	-5.81	-5.10	-4.47	-3.57	-3.32
270.0	-7.49	-7.08	-5.90	-5.07	-4.41	-3.42	-3.14
271.0	-7.77	-7.29	-6.04	-5.31	-4.61	-3.65	-3.36
272.0	-7.76	-7.33	-6.07	-5.30	-4.57	-3.53	-3.20
273.0	-7.70	-7.25	-5.98	-5.20	-4.46	-3.53	-3.27
274.0	-7.56	-7.17	-5.99	-5.19	-4.48	-3.48	-3.18
275.0	-7.45	-7.01	-5.77	-5.04	-4.32	-3.38	-3.11
276.0	-7.21	-6.79	-5.56	-4.79	-4.05	-3.07	-2.71
277.0	-6.93	-6.51	-5.31	-4.58	-3.88	-2.94	-2.69
278.0	-7.01	-6.56	-5.32	-4.55	-3.84	-2.92	-2.57
279.0	-6.79	-6.37	-5.28	-4.52	-3.83	-2.82	-2.49
280.0	-6.53	-6.25	-5.12	-4.41	-3.72	-2.70	-2.39
281.0	-6.46	-6.04	-4.92	-4.21	-3.50	-2.49	-2.13
282.0	-6.26	-5.86	-4.69	-3.99	-3.24	-2.24	-1.92
283.0	-5.97	-5.57	-4.41	-3.63	-2.92	-2.03	-1.67
284.0	-5.67	-5.21	-3.97	-3.16	-2.45	-1.46	-1.10
285.0	-5.12	-4.70	-3.56	-2.83	-2.09	-0.97	-0.56
286.0	-4.85	-4.44	-3.27	-2.59	-1.93	-0.98	-0.71
287.0	-5.00	-4.68	-3.26	-2.52	-1.80	-0.87	-0.63
288.0	-4.93	-4.57	-3.33	-2.61	-1.92	-0.98	-0.72
289.0	-5.31	-4.93	-3.76	-3.00	-2.28	-1.23	-1.00
290.0	-5.60	-5.24	-4.06	-3.37	-2.65	-1.62	-1.13
291.0	-5.95	-5.56	-4.33	-3.60	-2.84	-1.82	-1.51
292.0	-6.31	-5.86	-4.55	-3.80	-3.09	-2.07	-1.80
293.0	-6.41	-6.05	-4.91	-4.12	-3.42	-2.41	-2.07
294.0	-6.77	-6.36	-5.20	-4.45	-3.76	-2.76	-2.43
295.0	-6.75	-6.39	-5.21	-4.49	-3.77	-2.80	-2.51
296.0	-6.65	-6.34	-5.12	-4.39	-3.65	-2.64	-2.30
297.0	-6.63	-6.21	-5.05	-4.27	-3.60	-2.64	-2.34
298.0	-6.29	-5.93	-4.85	-4.12	-3.45	-2.57	-2.28
299.0	-6.27	-5.88	-4.72	-3.96	-3.25	-2.35	-2.02
300.0	-6.08	-5.70	-4.54	-3.84	-3.15	-2.21	-1.96
301.0	-6.05	-5.69	-4.55	-3.80	-3.11	-2.23	-1.94
302.0	-6.11	-5.65	-4.48	-3.66	-2.94	-2.09	-1.83
303.0	-5.78	-5.43	-4.31	-3.56	-2.84	-1.88	-1.56
304.0	-5.64	-5.23	-4.07	-3.29	-2.61	-1.73	-1.46
305.0	-5.51	-5.13	-3.93	-3.22	-2.50	-1.51	-1.25
306.0	-5.25	-4.84	-3.64	-2.91	-2.24	-1.22	-0.89
307.0	-5.07	-4.68	-3.52	-2.74	-2.07	-1.14	-0.79
308.0	-4.93	-4.55	-3.36	-2.62	-1.88	-0.83	-0.55
309.0	-4.87	-4.48	-3.24	-2.51	-1.84	-0.81	-0.49
310.0	-4.74	-4.31	-3.15	-2.37	-1.71	-0.65	-0.39
311.0	-4.63	-4.18	-3.01	-2.20	-1.53	-0.49	-0.21
312.0	-4.62	-4.18	-2.98	-2.24	-1.51	-0.48	-0.05
313.0	-4.69	-4.28	-2.94	-2.17	-1.45	-0.47	-0.05
314.0	-4.32	-3.95	-2.79	-2.08	-1.33	-0.36	-0.02
315.0	-4.07	-3.75	-2.69	-1.95	-1.23	-0.20	0.15
316.0	-4.10	-3.76	-2.53	-1.83	-1.15	-0.19	0.15
317.0	-4.20	-3.80	-2.60	-1.79	-1.15	-0.21	0.17
318.0	-4.07	-3.69	-2.51	-1.72	-0.97	0.08	0.39
319.0	-3.79	-3.42	-2.34	-1.61	-0.91	0.21	0.53
320.0	-3.77	-3.44	-2.22	-1.44	-0.71	0.24	0.71
321.0	-3.71	-3.27	-2.06	-1.22	-0.48	0.69	1.02
322.0	-3.58	-3.08	-1.72	-0.99	-0.20	0.86	1.24
323.0	-3.04	-2.67	-1.47	-0.66	0.07	1.13	1.55
324.0	-2.75	-2.42	-1.27	-0.50	0.24	1.26	1.64
325.0	-2.48	-2.12	-1.06	-0.28	0.45	1.43	1.83
326.0	-2.32	-1.86	-0.72	-0.02	0.70	1.81	2.20
327.0	-2.13	-1.70	-0.57	0.17	0.82	1.86	2.19
328.0	-1.92	-1.58	-0.46	0.19	0.85	1.94	2.40
329.0	-2.10	-1.69	-0.53	0.14	0.99	2.00	2.45
330.0	-1.88	-1.50	-0.46	0.24	0.91	2.16	2.48
331.0	-1.79	-1.50	-0.38	0.25	0.98	2.03	2.33
332.0	-1.78	-1.40	-0.36	0.39	1.07	2.11	2.52
333.0	-1.85	-1.51	-0.40	0.31	1.06	2.13	2.60
334.0	-2.12	-1.74	-0.62	0.11	0.83	1.96	2.31
335.0	-2.50	-2.12	-1.01	-0.31	0.39	1.44	1.86
336.0	-2.89	-2.61	-1.62	-0.79	-0.04	1.02	1.34
337.0	-3.59	-3.22	-2.10	-1.32	-0.52	0.62	0.90
338.0	-4.36	-3.94	-2.61	-1.80	-0.93	0.22	0.54
339.0	-4.81	-4.32	-2.86	-2.06	-1.26	0.06	0.71
340.0	-4.99	-4.56	-3.25	-2.44	-1.67	-0.45	-0.03
341.0	-6.31	-5.68	-4.09	-3.12	-2.21	-0.86	-0.37
342.0	-6.52	-6.12	-4.60	-3.63	-2.78	-1.54	-1.04
343.0	-7.29	-6.69	-5.14	-4.21	-3.39	-2.28	-1.93
344.0	-7.58	-7.10	-5.64	-4.73	-3.83	-2.61	-2.14
345.0	-7.98	-7.39	-5.95	-5.00	-4.13	-2.96	-2.60
346.0	-7.83	-7.43	-6.18	-5.23	-4.41	-3.28	-2.87
347.0	-8.14	-7.53	-6.17	-5.27	-4.45	-3.25	-2.93
348.0	-8.05	-7.58	-6.32	-5.39	-4.49	-3.34	-3.08
349.0	-8.14	-7.67	-6.37	-5.45	-4.58	-3.48	-3.17
350.0	-8.20	-7.64	-6.34	-5.50	-4.67	-3.53	-3.17
351.0	-8.15	-7.74	-6.45	-5.59	-4.75	-3.61	-3.21
352.0	-8.19	-7.78	-6.50	-5.67	-4.86	-3.82	-3.48
353.0	-8.22	-7.77	-6.39	-5.55	-4.76	-3.74	-3.44
354.0	-8.24	-7.76	-6.39	-5.57	-4.82	-3.75	-3.41
355.0	-8.19	-7.79	-6.43	-5.59	-4.78	-3.62	-3.25
356.0	-8.02	-7.67	-6.36	-5.52	-4.74	-3.74	-3.43
357.0	-8.03	-7.51	-6.29	-5.51	-4.74	-3.74	-3.32
358.0	-8.02	-7.60	-6.32	-5.46	-4.64	-3.54	-3.16
359.0	-7.90	-7.46	-6.28	-5.46	-4.69	-3.66	-3.40
360.0	-7.85	-7.49	-6.16	-5.43	-4.62	-3.56	-3.24
361.0	-8.45	-7.97	-6.52	-5.70	-4.92	-3.84	-3.46
362.0	-8.73	-8.12	-6.76	-5.84	-5.04	-3.90	-3.59
363.0	-8.96	-8.36	-6.94	-6.03	-5.16	-4.04	-3.69
364.0	-9.06	-8.44	-6.96	-6.07	-5.27	-3.95	-3.55
